id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,cardType,isOwnGoal,isGoal,shirtNo,name,progressive,homeTeam,awayTeam
,,48.0,46.0,,83.37,65.07600000000001,,,Carry,,,,,107252.0,91.14,65.008,,,,,,,,,,,3.0,Alejandro Grimaldo,False,Benfica,Moreirense
2373930073.0,624.0,48.0,50.0,299.0,91.14,65.008,50.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Length', 'Angle', 'PassEndX']","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,107252.0,84.63,60.588,,,,,,,,,,,3.0,Alejandro Grimaldo,False,Benfica,Moreirense
,,48.0,50.0,,84.63,60.588,,,Carry,,,,,125476.0,83.89500000000001,58.276,,,,,,,,,,,20.0,João Mário,False,Benfica,Moreirense
2373930085.0,625.0,48.0,53.0,299.0,83.89500000000001,58.276,50.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndX', 'PassEndY', 'Chipped', 'Zone']","[91, 119, 117, 30, 124, 205, 36, 38, 217, 218]",True,125476.0,91.77000000000001,49.912000000000006,,,,,,,,,,,20.0,João Mário,True,Benfica,Moreirense
2373930107.0,626.0,48.0,54.0,299.0,91.77000000000001,49.912000000000006,50.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Unsuccessful,"['HeadPass', 'PassEndX', 'Angle', 'PassEndY', 'Zone', 'Length']","[91, 120, 29, 139, 36, 37, 217, 218]",True,407139.0,93.03,54.264,,,,,,,,,,,55.0,Paulo Bernardo,False,Benfica,Moreirense
2373930123.0,359.0,48.0,58.0,108.0,6.405,5.78,50.0,"{'value': 2, 'displayName': 'SecondHalf'}",BallRecovery,Successful,[],[93],False,318686.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373930135.0,360.0,48.0,58.0,108.0,6.405,5.78,50.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Unsuccessful,"['Zone', 'PassEndY', 'Length', 'Angle', 'Longball', 'PassEndX']","[91, 118, 120, 128, 36, 37, 215, 218]",True,318686.0,28.77,11.764000000000001,,,,,,,,,,,,,False,Benfica,Moreirense
2373930143.0,627.0,49.0,0.0,299.0,80.53500000000001,58.956,51.0,"{'value': 2, 'displayName': 'SecondHalf'}",BallRecovery,Successful,[],[93],False,142318.0,,,,,,,,,,,,,28.0,Julian Weigl,,Benfica,Moreirense
,,49.0,0.0,,80.53500000000001,58.956,,,Carry,,,,,142318.0,78.54,60.79200000000001,,,,,,,,,,,28.0,Julian Weigl,False,Benfica,Moreirense
2373930161.0,628.0,49.0,1.0,299.0,78.54,60.79200000000001,51.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Zone', 'PassEndY', 'Angle']","[91, 119, 117, 30, 35, 38, 216, 218]",True,142318.0,64.995,60.31600000000001,,,,,,,,,,,28.0,Julian Weigl,False,Benfica,Moreirense
2373930189.0,629.0,49.0,2.0,299.0,64.78500000000001,59.568,51.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Length', 'Zone', 'PassEndX', 'PassEndY', 'Angle']","[91, 119, 117, 30, 35, 38, 216, 218]",True,376916.0,64.05,37.468,,,,,,,,,,,91.0,Morato,False,Benfica,Moreirense
,,49.0,2.0,,64.05,37.468,,,Carry,,,,,75691.0,65.415,29.444,,,,,,,,,,,30.0,Nicolás Otamendi,False,Benfica,Moreirense
2373930227.0,630.0,49.0,5.0,299.0,65.415,29.444,51.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndY', 'Length', 'PassEndX']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,75691.0,77.91000000000001,3.74,,,,,,,,,,,30.0,Nicolás Otamendi,False,Benfica,Moreirense
,,49.0,5.0,,77.91000000000001,3.74,,,Carry,,,,,119542.0,84.94500000000001,13.124,,,,,,,,,,,2.0,Gilberto,True,Benfica,Moreirense
2373930245.0,631.0,49.0,11.0,299.0,84.94500000000001,13.124,51.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Unsuccessful,"['Zone', 'PassEndY', 'Angle', 'PassEndX', 'Length']","[91, 120, 29, 36, 37, 217, 218]",True,119542.0,97.125,29.648000000000003,,,,,,,,,,,2.0,Gilberto,True,Benfica,Moreirense
2373930253.0,361.0,49.0,14.0,108.0,5.985,37.468,51.0,"{'value': 2, 'displayName': 'SecondHalf'}",KeeperPickup,Successful,[],[93],False,408374.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373930391.0,362.0,49.0,24.0,108.0,8.4,33.388000000000005,51.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Length', 'PassEndX', 'PassEndY', 'KeeperThrow', 'Angle', 'Zone']","[91, 36, 38, 215, 218]",True,408374.0,14.175,12.172,,,,,,,,,,,,,False,Benfica,Moreirense
2373930415.0,363.0,49.0,27.0,108.0,27.51,8.5,51.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'PassEndY', 'Length', 'Zone']","[91, 117, 30, 36, 37, 216, 218]",True,328016.0,43.995,13.464000000000002,,,,,,,,,,,,,False,Benfica,Moreirense
2373930455.0,364.0,49.0,30.0,108.0,44.94,12.852,51.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'Zone', 'Angle']","[91, 119, 117, 30, 36, 38, 216, 218]",True,318686.0,61.845,5.848,,,,,,,,,,,,,False,Benfica,Moreirense
2373930513.0,365.0,49.0,34.0,108.0,64.575,9.112,51.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Zone', 'Chipped', 'PassEndY', 'Longball', 'Length', 'PassEndX', 'Angle']","[91, 119, 117, 124, 127, 36, 37, 216, 218]",True,122089.0,69.3,64.05600000000001,,,,,,,,,,,,,False,Benfica,Moreirense
2373930525.0,366.0,49.0,39.0,108.0,69.09,63.03600000000001,51.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Angle', 'PassEndY', 'Zone']","[91, 119, 117, 30, 35, 38, 216, 218]",True,325220.0,64.78500000000001,53.108,,,,,,,,,,,,,False,Benfica,Moreirense
2373930539.0,367.0,49.0,40.0,108.0,64.78500000000001,51.952000000000005,51.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndX', 'Zone', 'PassEndY']","[91, 119, 117, 30, 35, 38, 216, 218]",True,370018.0,63.525000000000006,47.53200000000001,,,,,,,,,,,,,False,Benfica,Moreirense
2373930573.0,368.0,49.0,41.0,108.0,63.42,46.784,51.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'Zone', 'Length', 'PassEndX']","[91, 119, 117, 30, 35, 37, 216, 218]",True,322766.0,61.32,51.272000000000006,,,,,,,,,,,,,False,Benfica,Moreirense
2373930617.0,369.0,49.0,44.0,108.0,61.425000000000004,53.38,51.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndY', 'PassEndX', 'Length']","[91, 119, 117, 30, 36, 37, 216, 218]",True,370018.0,62.265,65.212,,,,,,,,,,,,,False,Benfica,Moreirense
2373930663.0,370.0,49.0,47.0,108.0,59.43000000000001,64.804,51.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'PassEndX', 'Length', 'Angle']","[91, 117, 30, 35, 38, 216, 218]",True,325220.0,42.73500000000001,53.584,,,,,,,,,,,,,False,Benfica,Moreirense
2373930683.0,371.0,49.0,50.0,108.0,42.0,52.156000000000006,51.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Zone', 'Angle', 'PassEndY']","[91, 117, 30, 36, 38, 216, 218]",True,342769.0,50.08500000000001,40.800000000000004,,,,,,,,,,,,,False,Benfica,Moreirense
2373930713.0,372.0,49.0,52.0,108.0,51.55500000000001,33.388000000000005,51.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Length', 'Zone', 'PassEndX']","[91, 117, 30, 35, 38, 216, 218]",True,322766.0,43.260000000000005,14.892,,,,,,,,,,,,,False,Benfica,Moreirense
2373930807.0,373.0,49.0,54.0,108.0,42.945,12.24,51.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Zone', 'PassEndY', 'Angle']","[91, 119, 117, 30, 36, 38, 216, 218]",True,328016.0,59.85,3.128,,,,,,,,,,,,,False,Benfica,Moreirense
2373930825.0,374.0,50.0,0.0,108.0,83.265,5.44,52.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Unsuccessful,"['PassEndX', 'Zone', 'Cross', 'RightFoot', 'Angle', 'PassEndY', 'Longball', 'Length']","[91, 137, 126, 36, 37, 217, 218]",True,122089.0,96.17999999999999,34.884,,,,,,,,,,,,,True,Benfica,Moreirense
2373930843.0,632.0,50.0,2.0,299.0,8.715000000000002,35.904,52.0,"{'value': 2, 'displayName': 'SecondHalf'}",KeeperPickup,Successful,[],[93],False,110273.0,,,,,,,,,,,,,99.0,Odysseas Vlachodimos,,Benfica,Moreirense
2373930919.0,633.0,50.0,4.0,299.0,13.125,35.428000000000004,52.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Length', 'KeeperThrow', 'PassEndY', 'Angle']","[91, 36, 37, 215, 218]",True,110273.0,24.255000000000003,37.536,,,,,,,,,,,99.0,Odysseas Vlachodimos,False,Benfica,Moreirense
,,50.0,4.0,,24.255000000000003,37.536,,,Carry,,,,,142318.0,27.195,40.188,,,,,,,,,,,28.0,Julian Weigl,False,Benfica,Moreirense
2373930935.0,634.0,50.0,9.0,299.0,27.195,40.188,52.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Angle', 'PassEndX', 'Length']","[91, 119, 117, 30, 36, 37, 216, 218]",True,142318.0,55.545,40.392,,,,,,,,,,,28.0,Julian Weigl,True,Benfica,Moreirense
2373930939.0,635.0,50.0,10.0,299.0,55.545,40.392,52.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Unsuccessful,"['Length', 'OppositeRelatedEvent', 'Offensive', 'PassEndX', 'Angle', 'PassEndY', 'Zone']","[91, 120, 29, 36, 38, 216, 218]",True,74016.0,57.855000000000004,38.760000000000005,,,,,,,,,,,14.0,Haris Seferovic,False,Benfica,Moreirense
2373930951.0,375.0,50.0,10.0,108.0,45.045,28.084,52.0,"{'value': 2, 'displayName': 'SecondHalf'}",BlockedPass,Successful,"['Zone', 'OppositeRelatedEvent', 'Defensive']","[91, 60]",True,121484.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373930971.0,376.0,50.0,13.0,108.0,47.98500000000001,25.840000000000003,52.0,"{'value': 2, 'displayName': 'SecondHalf'}",BallRecovery,Successful,[],[93],False,322766.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373931391.0,638.0,50.0,40.0,299.0,79.59,48.348,52.0,"{'value': 2, 'displayName': 'SecondHalf'}",SavedShot,Successful,"['BlockedY', 'GoalMouthZ', 'LowRight', 'OppositeRelatedEvent', 'GoalMouthY', 'RegularPlay', 'Zone', 'LeftFoot', 'BlockedX', 'OutOfBoxCentre']","[91, 9, 10, 2, 3, 13]",True,107252.0,,,97.6,50.9,7.6,48.0,True,,,,,,3.0,Alejandro Grimaldo,,Benfica,Moreirense
2373931383.0,378.0,50.0,40.0,108.0,2.94,32.572,52.0,"{'value': 2, 'displayName': 'SecondHalf'}",Save,Successful,"['Collected', 'Zone', 'Hands', 'OppositeRelatedEvent', 'KeeperSaveObox']","[91, 110, 113, 77, 79, 82]",True,408374.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373931347.0,377.0,50.0,45.0,108.0,5.1450000000000005,34.884,52.0,"{'value': 2, 'displayName': 'SecondHalf'}",KeeperPickup,Successful,[],[93],False,408374.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373931457.0,379.0,50.0,57.0,108.0,7.9799999999999995,34.612,52.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Unsuccessful,"['Angle', 'Zone', 'PassEndX', 'Length', 'Longball', 'PassEndY']","[91, 120, 128, 36, 37, 216, 218]",True,408374.0,59.535000000000004,35.088,,,,,,,,,,,,,True,Benfica,Moreirense
2373931451.0,639.0,51.0,0.0,299.0,47.565,37.876000000000005,53.0,"{'value': 2, 'displayName': 'SecondHalf'}",BallRecovery,Successful,[],[93],False,142318.0,,,,,,,,,,,,,28.0,Julian Weigl,,Benfica,Moreirense
2373931535.0,640.0,51.0,0.0,299.0,47.565,37.876000000000005,53.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Zone', 'Angle', 'PassEndX']","[91, 119, 117, 30, 36, 38, 216, 218]",True,142318.0,59.010000000000005,24.14,,,,,,,,,,,28.0,Julian Weigl,False,Benfica,Moreirense
,,51.0,0.0,,59.010000000000005,24.14,,,Carry,,,,,135127.0,83.37,13.124,,,,,,,,,,,27.0,Rafa,True,Benfica,Moreirense
2373931571.0,641.0,51.0,10.0,299.0,83.37,13.124,53.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Angle', 'Zone', 'Length']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,135127.0,99.96000000000001,3.4000000000000004,,,,,,,,,,,27.0,Rafa,False,Benfica,Moreirense
,,51.0,10.0,,99.96000000000001,3.4000000000000004,,,Carry,,,,,119542.0,95.44500000000001,1.7680000000000002,,,,,,,,,,,2.0,Gilberto,False,Benfica,Moreirense
2373931573.0,642.0,51.0,15.0,299.0,95.44500000000001,1.7680000000000002,53.0,"{'value': 2, 'displayName': 'SecondHalf'}",Dispossessed,Successful,"['Offensive', 'Zone', 'OppositeRelatedEvent']","[91, 70]",True,119542.0,,,,,,,,,,,,,2.0,Gilberto,,Benfica,Moreirense
2373931599.0,380.0,51.0,15.0,108.0,9.555,66.23200000000001,53.0,"{'value': 2, 'displayName': 'SecondHalf'}",Tackle,Unsuccessful,"['Defensive', 'Zone', 'OppositeRelatedEvent']","[91, 142]",True,392742.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373931579.0,643.0,51.0,16.0,299.0,93.97500000000001,2.3800000000000003,53.0,"{'value': 2, 'displayName': 'SecondHalf'}",BallTouch,Successful,['Zone'],[91],True,119542.0,,,,,,,,,,,,,2.0,Gilberto,,Benfica,Moreirense
2373931775.0,382.0,51.0,31.0,108.0,19.11,68.0,53.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Unsuccessful,"['Length', 'Zone', 'Angle', 'PassEndX', 'PassEndY', 'ThrowIn']","[91, 212, 36, 38, 215]",True,392742.0,33.285000000000004,64.464,,,,,,,,,,,,,False,Benfica,Moreirense
2373931803.0,645.0,51.0,36.0,299.0,70.56,4.216,53.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndY', 'Zone', 'HeadPass', 'PassEndX']","[91, 119, 117, 30, 139, 205, 36, 37, 217, 218]",True,75691.0,76.33500000000001,4.42,,,,,,,,,,,30.0,Nicolás Otamendi,False,Benfica,Moreirense
2373931815.0,646.0,51.0,37.0,299.0,76.33500000000001,4.42,53.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Length', 'PassEndX', 'Angle', 'HeadPass']","[91, 119, 117, 30, 139, 205, 35, 37, 217, 218]",True,135127.0,71.4,10.268,,,,,,,,,,,27.0,Rafa,False,Benfica,Moreirense
2373931819.0,647.0,51.0,38.0,299.0,71.4,10.268,53.0,"{'value': 2, 'displayName': 'SecondHalf'}",BallRecovery,Successful,[],[93],False,142318.0,,,,,,,,,,,,,28.0,Julian Weigl,,Benfica,Moreirense
2373931831.0,648.0,51.0,38.0,299.0,71.4,10.268,53.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Length', 'Angle', 'PassEndY']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,142318.0,79.59,5.644000000000001,,,,,,,,,,,28.0,Julian Weigl,False,Benfica,Moreirense
2373931849.0,649.0,51.0,39.0,299.0,79.59,5.644000000000001,53.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Unsuccessful,"['PassEndX', 'Length', 'Angle', 'Zone', 'PassEndY']","[91, 120, 29, 36, 37, 217, 218]",True,135127.0,98.28,13.192,,,,,,,,,,,27.0,Rafa,True,Benfica,Moreirense
2373931873.0,383.0,51.0,40.0,108.0,2.7300000000000004,53.516000000000005,53.0,"{'value': 2, 'displayName': 'SecondHalf'}",Interception,Successful,['Zone'],"[91, 101, 102, 56]",True,342769.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373931897.0,384.0,51.0,41.0,108.0,2.94,53.85600000000001,53.0,"{'value': 2, 'displayName': 'SecondHalf'}",CornerAwarded,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'MissLeft']",[122],False,342769.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373931883.0,650.0,51.0,41.0,299.0,102.06,14.144000000000002,53.0,"{'value': 2, 'displayName': 'SecondHalf'}",CornerAwarded,Successful,"['MissRight', 'Zone', 'OppositeRelatedEvent']",[122],False,135127.0,,,,,,,,,,,,,27.0,Rafa,,Benfica,Moreirense
2373932147.0,651.0,52.0,4.0,299.0,104.37,0.272,54.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndX', 'CornerTaken', 'ShotAssist', 'Length', 'Angle', 'Longball', 'IntentionalAssist', 'LeftFoot', 'Zone', 'PassEndY', 'Cross', 'Chipped', 'KeyPass']","[91, 119, 123, 138, 124, 125, 31, 32, 34, 39, 41, 42, 35, 37, 217, 218]",True,107252.0,95.97000000000001,37.74,,,,,,,,,,,3.0,Alejandro Grimaldo,True,Benfica,Moreirense
2373932159.0,652.0,52.0,7.0,299.0,96.60000000000001,38.624,54.0,"{'value': 2, 'displayName': 'SecondHalf'}",Aerial,Successful,"['OppositeRelatedEvent', 'Zone', 'Offensive']","[197, 199]",False,74016.0,,,,,,,,,,,,,14.0,Haris Seferovic,,Benfica,Moreirense
2373932177.0,385.0,52.0,7.0,108.0,8.4,29.376000000000005,54.0,"{'value': 2, 'displayName': 'SecondHalf'}",Aerial,Unsuccessful,"['Defensive', 'OppositeRelatedEvent', 'Zone']","[198, 200]",False,342769.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373932167.0,653.0,52.0,7.0,299.0,97.125,38.284,54.0,"{'value': 2, 'displayName': 'SecondHalf'}",MissedShots,Successful,"['IntentionalAssist', 'Zone', 'Head', 'GoalMouthZ', 'Assisted', 'GoalMouthY', 'BoxCentre', 'RelatedEventId', 'FromCorner']","[91, 7, 90, 10, 88, 1, 5, 14]",True,74016.0,,,,,16.7,56.1,True,651.0,107252.0,,,,14.0,Haris Seferovic,,Benfica,Moreirense
2373932643.0,387.0,52.0,47.0,108.0,5.460000000000001,34.884,54.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Unsuccessful,"['Longball', 'GoalKick', 'PassEndX', 'MissHigh', 'PassEndY', 'Length', 'Zone', 'Angle']","[91, 120, 128, 36, 38, 217, 218]",True,408374.0,74.235,14.484000000000002,,,,,,,,,,,,,True,Benfica,Moreirense
2373932655.0,655.0,52.0,54.0,299.0,29.505000000000003,51.204,54.0,"{'value': 2, 'displayName': 'SecondHalf'}",BallTouch,Successful,['Zone'],[91],True,376916.0,,,,,,,,,,,,,91.0,Morato,,Benfica,Moreirense
2373932679.0,656.0,52.0,55.0,299.0,19.005000000000003,56.644000000000005,54.0,"{'value': 2, 'displayName': 'SecondHalf'}",BallRecovery,Successful,[],[93],False,107252.0,,,,,,,,,,,,,3.0,Alejandro Grimaldo,,Benfica,Moreirense
2373932685.0,657.0,52.0,55.0,299.0,19.005000000000003,56.644000000000005,54.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Length', 'PassEndX', 'Angle']","[91, 117, 30, 35, 38, 215, 218]",True,107252.0,8.715000000000002,42.772000000000006,,,,,,,,,,,3.0,Alejandro Grimaldo,False,Benfica,Moreirense
2373932707.0,658.0,52.0,57.0,299.0,8.715000000000002,42.772000000000006,54.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Unsuccessful,"['Zone', 'PassEndY', 'Angle', 'PassEndX', 'Longball', 'Length']","[91, 120, 128, 36, 37, 216, 218]",True,110273.0,63.105000000000004,54.468,,,,,,,,,,,99.0,Odysseas Vlachodimos,True,Benfica,Moreirense
2373932831.0,388.0,53.0,0.0,108.0,41.160000000000004,10.472000000000001,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",Aerial,Successful,"['Defensive', 'OppositeRelatedEvent', 'Zone']","[197, 200]",False,328016.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373932721.0,659.0,53.0,0.0,299.0,63.839999999999996,57.528,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",Aerial,Unsuccessful,"['Offensive', 'Zone', 'OppositeRelatedEvent']","[198, 199]",False,400828.0,,,,,,,,,,,,,9.0,Darwin Núñez,,Benfica,Moreirense
2373933677.0,399.0,53.0,1.0,108.0,39.58500000000001,9.724000000000002,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndY', 'HeadPass', 'Length', 'PassEndX', 'Angle', 'Zone']","[91, 119, 117, 30, 139, 36, 38, 216, 218]",True,328016.0,55.650000000000006,7.412000000000001,,,,,,,,,,,,,False,Benfica,Moreirense
2373934739.0,404.0,53.0,2.0,108.0,57.015,6.732000000000001,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",BallRecovery,Successful,[],[93],False,370018.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373938257.0,444.0,53.0,4.0,108.0,56.80500000000001,3.808,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",TakeOn,Unsuccessful,"['OverRun', 'Zone', 'Offensive']","[91, 204]",True,370018.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373932799.0,660.0,53.0,7.0,299.0,39.58500000000001,48.89200000000001,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",BallRecovery,Successful,[],[93],False,407139.0,,,,,,,,,,,,,55.0,Paulo Bernardo,,Benfica,Moreirense
,,53.0,7.0,,39.58500000000001,48.89200000000001,,,Carry,,,,,407139.0,47.98500000000001,44.676,,,,,,,,,,,55.0,Paulo Bernardo,True,Benfica,Moreirense
2373932887.0,661.0,53.0,9.0,299.0,47.98500000000001,44.676,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Length', 'Longball', 'PassEndY', 'Zone']","[91, 119, 117, 127, 205, 36, 37, 217, 218]",True,407139.0,95.025,58.344,,,,,,,,,,,55.0,Paulo Bernardo,True,Benfica,Moreirense
2373932897.0,389.0,53.0,14.0,108.0,8.925,8.024000000000001,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",Foul,Successful,"['Defensive', 'Zone', 'Foul', 'OppositeRelatedEvent']","[91, 63]",True,328016.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373932907.0,662.0,53.0,14.0,299.0,96.075,59.976000000000006,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",Foul,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'Foul', 'Offensive']",[64],False,400828.0,,,,,,,,,,,,,9.0,Darwin Núñez,,Benfica,Moreirense
2373933063.0,390.0,53.0,35.0,108.0,13.334999999999999,8.568,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Angle', 'PassEndX', 'FreekickTaken', 'Length']","[91, 117, 30, 132, 35, 37, 215, 218]",True,328016.0,10.605,30.94,,,,,,,,,,,,,False,Benfica,Moreirense
2373933077.0,391.0,53.0,36.0,108.0,10.5,31.688000000000002,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Length', 'Zone', 'PassEndY', 'Angle', 'PassEndX']","[91, 117, 30, 36, 37, 215, 218]",True,408374.0,26.355000000000004,56.37200000000001,,,,,,,,,,,,,False,Benfica,Moreirense
2373933087.0,392.0,53.0,38.0,108.0,27.825000000000003,57.46,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Zone', 'Length', 'PassEndX']","[91, 117, 30, 36, 37, 216, 218]",True,342769.0,40.635000000000005,66.504,,,,,,,,,,,,,False,Benfica,Moreirense
2373933113.0,393.0,53.0,39.0,108.0,40.635000000000005,66.504,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Length', 'Angle', 'Zone', 'PassEndY', 'Longball', 'Chipped', 'PassEndX']","[91, 119, 117, 124, 127, 205, 36, 38, 217, 218]",True,392742.0,91.245,54.128,,,,,,,,,,,,,True,Benfica,Moreirense
2373933115.0,394.0,53.0,44.0,108.0,94.5,48.008,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",TakeOn,Successful,"['OppositeRelatedEvent', 'Offensive', 'Zone']","[91, 54]",True,325220.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373933121.0,664.0,53.0,44.0,299.0,10.5,19.992,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",Challenge,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'Defensive']",[55],False,75691.0,,,,,,,,,,,,,30.0,Nicolás Otamendi,,Benfica,Moreirense
2373933147.0,395.0,53.0,44.0,108.0,97.125,47.124,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Unsuccessful,"['Length', 'Zone', 'Angle', 'PassEndY', 'PassEndX']","[91, 120, 29, 35, 38, 217, 218]",True,325220.0,84.94500000000001,31.688000000000002,,,,,,,,,,,,,False,Benfica,Moreirense
2373933151.0,665.0,53.0,48.0,299.0,23.625,38.692,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",Clearance,Successful,"['Length', 'PassEndX', 'Zone', 'PassEndY', 'Angle']","[91, 94, 95, 215]",True,142318.0,27.825000000000003,50.456,,,,,,,,,,,28.0,Julian Weigl,,Benfica,Moreirense
2373933181.0,396.0,53.0,49.0,108.0,81.58500000000001,20.196,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",MissedShots,Successful,"['RightFoot', 'Zone', 'GoalMouthY', 'RegularPlay', 'GoalMouthZ', 'MissRight', 'OutOfBoxCentre']","[91, 7, 10, 2, 3, 12]",True,122089.0,,,,,19.4,37.5,True,,,,,,,,,Benfica,Moreirense
2373933273.0,667.0,53.0,58.0,299.0,4.7250000000000005,37.672000000000004,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['GoalKick', 'PassEndX', 'Length', 'Zone', 'Angle', 'PassEndY']","[91, 117, 30, 36, 37, 215, 218]",True,110273.0,9.135,48.144,,,,,,,,,,,99.0,Odysseas Vlachodimos,False,Benfica,Moreirense
,,53.0,58.0,,9.135,48.144,,,Carry,,,,,376916.0,17.430000000000003,51.136,,,,,,,,,,,91.0,Morato,True,Benfica,Moreirense
